hip pain	49218002
mental fog	419723007
weakness in his knees	309774006
foot cramps	102551008
severe nausea	422587007
ringing in the ears	60862001
liver problems	235856003
loss of apetite	79890006
muscle fatigue in my forearms	80449002
muscle in my angles hurt	247373008
cortisone injection	21779011000036103
charlie horse in feet	54981004
ibu	21885011000036105
increased blood glucose	166892002
gass	162076009
muscle spasms in leg	449917004
tight chest	23924001
poor sleep	301345002
blood began showing up in my urine	34436003
aching joints	57676002
dizziness (fainting spells)	404640003
painful shoulder	45326000
muscle soreness in my forearms	288228002
rash	271807003
back soreness	161891005
pain in legs	10601006
loss of range of motion	70733008
hard to get out of bed in the morning	301676004
mentally in a daze	40917007
finger joint pain similar to arthritis	57676002
server pain	76948002
big time depression	35489007
lack of strength	26544005
stomach discomfort	271681002
excruciatig pain	67849003
nauseated	422587007
vision problems	63102001
irritability	55929007
low sex drive	8357008
heel is hot	36031001
feet hurt	47933007
loss of vison	63102001
extreme constant pain	426206001
high blood pressure	24184005
agitation	24199005
could not walk for three weeks	282145008
lower abdominal pain	21522001
lack of sexual drive	248096004
damaged his liver	235856003
muscule aches & pains	68962001
hand being asleep	309086004
short term memory affected	247592009
memory trouble	386807006
flu-like symptoms	95891005
itches	418290006
feeling exausted	84229001
flushing	238810007
pain in my lower legs	10601006
toes acking	285365001
more tiered	224960004
flu-symptoms	95891005
hair is getting very thin	278040002
mmdepression	35489007
brain fog	419723007
chronic knee pain	30989003
in arms tingling	62507009
numbness in arms	298753001
fuzzy headed	247640008
legs would go wobbly	309774006
joint pains	57676002
diarreah cramping	271832001
blurred vison	246636008
back ache	161891005
flu-like malaise	95891005
hematuria	34436003
diarrhoea	62315008
hurts to get out of a chair	425423002
extreme headaches	25064002
mild insomnia	193462001
coronary problems	56265001
aches and pains in my back	161891005
dosent want to get out of bed	301676004
gas pains in abdomen	271832001
vitamin c crystals	77435011000036104
decreased cognitive skills	386806002
excess gas	162076009
cramps in thighs	449917004
pruritus	418363000
lost some memory	386807006
peripheral neuropathy in arms	302226006
burning sensation	90673000
weak & wobbley knees	309774006
intestinal pain	9991008
muscle weakness causing nerve damage and imbalance	26544005
lack of sexual desire	248096004
blurry eyesight	246636008
tired all the time	224960004
lousy sleeping at night	301345002
gas/wind	162076009
tire very quickly muscles	80449002
starting to upset my stomach	271681002
b/l shoulder pain	45326000
abdominal cramps and pain	9991008
mild cramps	55300003
not being able to concentrate	60032008
chronic elbow pain in both arms	74323005
decrease in overall strength	26544005
bottom of my foot is extremely tender	47933007
muscle wasting	88092000
moderate insomnia	193462001
pain in my stomach	271681002
periphael neuropathy	302226006
bled heavily	131148009
muscles slightly sore	68962001
stomach upsets	162059005
right hand has been hurting	53057004
breathing problems	230145002
memory fog	386807006
severe muscle weakness	26544005
leg muscle soreness	288231001
cramping in my hands	250082003
gassy abdominal cramping	162076009
legs started tingling	429783005
plantar fasciitis of my left foot	202882003
cholestrol went up dramatically	166830008
artritic	3723001
in legs weakness	309774006
stomach pains	271681002
excessive hot flashes	238810007
muscle pain	68962001
cramping of the leg muscles	449917004
ra	69896004
